text,category,subject
Market prices rise because people simply want them to be higher.,naive_causal_model,generated
Dividing a fraction by a decimal creates a larger value than the original.,naive_causal_model,generated
The body generates new heat during sleep without consuming any internal resources.,naive_causal_model,generated
A magnet exerts a constant pulling force without losing any stored potential energy.,naive_causal_model,generated
Reactants in a closed container lose mass because the substance evaporates into nothing.,naive_causal_model,generated
Background processes in an operating system run without using any processor cycles.,naive_causal_model,generated
Company profits are generated by sales alone without requiring any physical labor.,naive_causal_model,generated
Adding a negative number makes the total amount disappear without a trace.,naive_causal_model,generated
Bacteria spontaneously appear inside a sealed container left in a warm room.,naive_causal_model,generated
Sound waves traveling through a room eventually stop without transferring any energy.,naive_causal_model,generated
Burning wood makes the mass disappear because fire consumes the matter entirely.,naive_causal_model,generated
Data packets sent over a network occupy no space and have no weight.,naive_causal_model,generated
Stock prices fall because the company is unlucky rather than due to losses.,naive_causal_model,generated
A sequence of numbers grows infinitely because the addition process creates new digits.,naive_causal_model,generated
Muscles exert force during a static hold without burning any chemical energy.,naive_causal_model,generated
Gravity pulls an object downward without requiring a source of work.,naive_causal_model,generated
Metal rusting involves the iron turning into air and vanishing from existence.,naive_causal_model,generated
Code execution consumes time but requires no actual physical electrical power.,naive_causal_model,generated
Wealth is created when a bank writes a new number in a ledger.,naive_causal_model,generated
Calculating the area of a shape creates space that did not exist before.,naive_causal_model,generated
Sweat appears on skin during exercise because the body pushes liquid out instantly.,naive_causal_model,generated
A spinning top slows down because its rotation motion just naturally exhausts itself.,naive_causal_model,generated
Acid dissolves metal so completely that the atoms are destroyed without a trace.,naive_causal_model,generated
Software upgrades add new features without consuming any extra memory storage space.,naive_causal_model,generated
Inflation occurs because businesses decide to raise prices for no specific reason.,naive_causal_model,generated
The sum of an infinite series creates a finite value out of nothing.,naive_causal_model,generated
Fat is exhaled into the air as weight loss without any chemical conversion.,naive_causal_model,generated
An object in orbit remains moving because it possesses an internal momentum force.,naive_causal_model,generated
A chemical reaction creates gas bubbles that come from the empty space inside.,naive_causal_model,generated
Variables in a function disappear when the program ends without using resources.,naive_causal_model,generated
Objects in motion lose their internal energy until they naturally come to a stop.,naive_causal_model,generated
Plants grow larger by absorbing sunlight and converting it directly into solid mass.,naive_causal_model,generated
Computers generate new random numbers by creating data from absolutely nothing.,naive_causal_model,generated
"When a chemical reaction finishes, the reactant atoms simply cease to exist.",naive_causal_model,generated
Prices in a market rise indefinitely because money spontaneously appears in the system.,naive_causal_model,generated
An infinite sequence of numbers eventually reaches a final value after many steps.,naive_causal_model,generated
Heat disappears entirely once an object reaches room temperature in a sealed room.,naive_causal_model,generated
Animals create their own body heat without needing to consume any food source.,naive_causal_model,generated
Deleted files on a hard drive vanish completely without requiring any overwrite process.,naive_causal_model,generated
Money printed by a government gains value without any underlying production or labor.,naive_causal_model,generated
A mathematical proof concludes when the numbers eventually run out of room.,naive_causal_model,generated
Friction destroys the energy of a moving car until it is gone forever.,naive_causal_model,generated
Oxygen is created by the lungs themselves to keep the body functioning daily.,naive_causal_model,generated
Batteries lose their charge because electricity leaks out into the surrounding air.,naive_causal_model,generated
Programs execute faster by ignoring the clock speed and creating extra processing cycles.,naive_causal_model,generated
Economic wealth grows simply because people exchange coins between their own pockets.,naive_causal_model,generated
Equations that are too difficult eventually resolve themselves into a zero result.,naive_causal_model,generated
Ice cubes shrink in a freezer because the cold air consumes the water.,naive_causal_model,generated
Muscle mass appears out of thin air when someone starts lifting heavy weights.,naive_causal_model,generated
Data packets sent over the internet vanish if no one is watching the screen.,naive_causal_model,generated
Interest rates generate new money without requiring any principal investment to grow.,naive_causal_model,generated
Geometric shapes lose their area when you rotate them across a flat surface.,naive_causal_model,generated
Light rays fade away into nothingness as they travel across a large room.,naive_causal_model,generated
Digestion creates energy that was never present in the food being consumed.,naive_causal_model,generated
Software becomes bloated because the code spontaneously replicates itself over time.,naive_causal_model,generated
Supply and demand balance themselves by magically erasing unwanted surplus inventory.,naive_causal_model,generated
Calculations involving infinity create new numbers that were not previously in existence.,naive_causal_model,generated
Water disappears from an open cup because the air pulls it into nothingness.,naive_causal_model,generated
Antibiotics kill bacteria by forcing them to vanish without any chemical residue.,naive_causal_model,generated
A disconnected computer continues to run processes using air as its energy.,naive_causal_model,generated
Market crashes happen because value is destroyed by the collective bad mood.,naive_causal_model,generated
A sequence of numbers disappears once you reach the very end of counting.,naive_causal_model,generated
Moving pendulums eventually stop because the motion creates its own exhaustion.,naive_causal_model,generated
Metabolism creates new matter to replace the cells that die off daily.,naive_causal_model,generated
Computer memory expands on its own as more files are stored inside.,naive_causal_model,generated
Wealth is created simply by writing numbers on paper without any backing.,naive_causal_model,generated
Large prime numbers appear spontaneously as you count higher into the sequence.,naive_causal_model,generated
Friction makes the kinetic energy of a sliding block vanish into nothing.,naive_causal_model,generated
Carbon dioxide is destroyed by plants to make room for fresh oxygen.,naive_causal_model,generated
Network bandwidth increases automatically when more people try to connect simultaneously.,naive_causal_model,generated
Plants grow by creating their own mass out of thin air.,naive_causal_model,generated
Hard drives get physically heavier as you save more digital files.,naive_causal_model,generated
Unspent money in a bank account simply vanishes into the system.,naive_causal_model,generated
A running car engine creates new energy that did not exist before.,naive_causal_model,generated
Mathematical variables disappear when they are multiplied by zero.,naive_causal_model,generated
Moving air creates coldness by pushing heat out of existence.,naive_causal_model,generated
Dead bacteria just fade away without leaving any chemical trace.,naive_causal_model,generated
Computer programs run faster because the electricity gathers strength inside.,naive_causal_model,generated
High prices cause wealth to evaporate into the economy.,naive_causal_model,generated
Equations solve themselves because the numbers naturally gravitate toward zero.,naive_causal_model,generated
Rust appears on metal because the iron turns into decay spontaneously.,naive_causal_model,generated
Data packets sent over the internet lose weight during transmission.,naive_causal_model,generated
Friction destroys the momentum of a sliding block forever.,naive_causal_model,generated
Animals get their heat from the process of breathing alone.,naive_causal_model,generated
Digital information consumes physical space inside the hardware circuitry.,naive_causal_model,generated
The economy generates value from nothing when new currency is printed.,naive_causal_model,generated
Summing a large sequence of numbers creates a total from no source.,naive_causal_model,generated
Batteries lose their charge because it leaks out into the air.,naive_causal_model,generated
Plants gain energy from light by converting it into solid matter.,naive_causal_model,generated
The mitochondria is the storage organelle for cell waste.,definition_substitution,generated
An insulator is a material that stores electrical current.,definition_substitution,generated
A chemical bond is a physical hook connecting two atoms.,definition_substitution,generated
A variable is a value that changes every time code runs.,definition_substitution,generated
Inflation is a direct tax imposed by the government.,definition_substitution,generated
A prime number is any odd number that cannot be divided.,definition_substitution,generated
The nucleus is the center point where DNA is manufactured.,definition_substitution,generated
Mass is the amount of force an object exerts on scales.,definition_substitution,generated
A precipitate is a gas that bubbles out of a liquid.,definition_substitution,generated
An algorithm is a computer program written in binary code.,definition_substitution,generated
A tariff is a subsidy paid to domestic manufacturers.,definition_substitution,generated
The circumference is the total area inside a circle.,definition_substitution,generated
The cell wall is the protective layer that controls cell movement.,definition_substitution,generated
Velocity is the same thing as speed in any direction.,definition_substitution,generated
A mole is a unit that measures the weight of atoms.,definition_substitution,generated
A local variable is data accessible by every function globally.,definition_substitution,generated
Profit is the total revenue earned before subtracting any costs.,definition_substitution,generated
A tangent line is a line that crosses through a circle.,definition_substitution,generated
An enzyme is a protein that serves as a structural scaffold.,definition_substitution,generated
Density is the measurement of how heavy an object is.,definition_substitution,generated
A covalent bond is a magnetic attraction between two ions.,definition_substitution,generated
A compiler is the hardware part that executes machine code.,definition_substitution,generated
Market equilibrium is the price where sellers maximize their wealth.,definition_substitution,generated
A fraction is two separate numbers written with a slash.,definition_substitution,generated
The vacuole is a waste pipe that carries fluid away.,definition_substitution,generated
Acceleration is the measure of how fast an object moves.,definition_substitution,generated
The atomic number is the total mass of the atom.,definition_substitution,generated
An array is a database used to store large files.,definition_substitution,generated
GDP is the total amount of money printed by the bank.,definition_substitution,generated
The hypotenuse is the shortest side of a right triangle.,definition_substitution,generated
Ribosomes are storage tanks for the cell's internal energy.,definition_substitution,generated
A vacuum is a region that contains no physical space.,definition_substitution,generated
An acid is a substance that makes a solution slippery.,definition_substitution,generated
A boolean is a number representing either zero or one.,definition_substitution,generated
Supply is the total amount of a good that consumers buy.,definition_substitution,generated
A square is a rectangle with two equal sides.,definition_substitution,generated
The cell membrane is a rigid wall made of cellulose.,definition_substitution,generated
Weight is a constant property of matter regardless of location.,definition_substitution,generated
A compound is a mixture that can be easily separated.,definition_substitution,generated
A loop is a syntax error that stops the program execution.,definition_substitution,generated
The mitochondria is the storage tank for cellular waste products.,definition_substitution,generated
Mass is the amount of force an object exerts on a scale.,definition_substitution,generated
An ionic bond is a strong physical glue holding atoms together.,definition_substitution,generated
An algorithm is a computer program that runs automatically without input.,definition_substitution,generated
Inflation is the physical scarcity of goods in a marketplace.,definition_substitution,generated
A prime number is any odd number that cannot be divided by two.,definition_substitution,generated
The nucleus is a solid sphere that sits in the center of the cell.,definition_substitution,generated
Velocity is the speed at which an object is traveling at a specific moment.,definition_substitution,generated
A covalent bond is a shared layer of electrons surrounding two atoms.,definition_substitution,generated
Hardware is the set of hidden instructions that control machine logic.,definition_substitution,generated
Profit is the total amount of money a company takes in before costs.,definition_substitution,generated
A trapezoid is any four-sided shape with exactly two parallel lines.,definition_substitution,generated
"The cell wall is a thin, flexible membrane surrounding animal cells.",definition_substitution,generated
Density is the heaviness of an object regardless of its size.,definition_substitution,generated
A solvent is a substance that dissolves only when heated up.,definition_substitution,generated
Variables are specific numbers that remain constant throughout an equation.,definition_substitution,generated
Deflation is a tax increase imposed by the central bank.,definition_substitution,generated
A binary file is a document that can be read by human eyes.,definition_substitution,generated
Chlorophyll is a pigment that gives plants their red autumn color.,definition_substitution,generated
Current is the amount of charge stored inside a battery.,definition_substitution,generated
An acid is a substance that burns everything it touches.,definition_substitution,generated
A compiler is a device that physical cables plug into for power.,definition_substitution,generated
A recession is a period where the stock market crashes in one day.,definition_substitution,generated
An irrational number is any number that contains a decimal point.,definition_substitution,generated
Ribosomes are the energy powerhouses that fuel the cell's activities.,definition_substitution,generated
Temperature is the measure of the total heat energy within an object.,definition_substitution,generated
A noble gas is a substance that can never form any compounds.,definition_substitution,generated
An operating system is the physical screen attached to the computer.,definition_substitution,generated
Market equilibrium is the price where the seller makes the most profit.,definition_substitution,generated
A right angle is any angle that measures less than ninety degrees.,definition_substitution,generated
DNA is the protein structure that protects the outside of the cell.,definition_substitution,generated
An atom is the smallest unit of matter that can still be seen.,definition_substitution,generated
Atomic mass is the total number of electrons found in an atom.,definition_substitution,generated
A database is the physical storage drive located inside the server.,definition_substitution,generated
Supply is the total amount of money consumers have to spend.,definition_substitution,generated
A fraction is two separate numbers that have no relation to each other.,definition_substitution,generated
"The cell membrane is a rigid, brick-like wall surrounding all cells.",definition_substitution,generated
Acceleration is the constant speed of an object moving in a circle.,definition_substitution,generated
An electron is a heavy particle located in the center of the atom.,definition_substitution,generated
Data encryption is a password that protects a computer from being stolen.,definition_substitution,generated
The mitochondria is the storage tank for cell waste products,definition_substitution,generated
Velocity is the same thing as speed in any direction,definition_substitution,generated
An ionic bond is a shared pair of electrons between atoms,definition_substitution,generated
A variable is a container that holds a single piece of text,definition_substitution,generated
Inflation is a direct increase in the physical quantity of money,definition_substitution,generated
A prime number is any odd number that cannot be divided,definition_substitution,generated
DNA is a protein molecule that encodes genetic information,definition_substitution,generated
Weight is a measure of the amount of matter in an object,definition_substitution,generated
A catalyst is an ingredient that is consumed during a reaction,definition_substitution,generated
A compiler is a program that executes code line by line,definition_substitution,generated
The GDP is a measure of all the wealth held in a country,definition_substitution,generated
A circle is a shape with an infinite number of corners,definition_substitution,generated
The cell membrane is a solid wall that protects the organelles,definition_substitution,generated
Acceleration is defined as the current speed of an object,definition_substitution,generated
An acid is a substance that contains oxygen atoms,definition_substitution,generated
The CPU is the primary memory storage for a computer,definition_substitution,generated
Market equilibrium is the point where the government sets the price,definition_substitution,generated
An integer is any number that contains a decimal point,definition_substitution,generated
Ribosomes are the energy producers located inside the cell,definition_substitution,generated
Static electricity is a flow of electrons through a material,definition_substitution,generated
A solute is the liquid solvent that dissolves other substances,definition_substitution,generated
An algorithm is a piece of hardware that processes data,definition_substitution,generated
A monopoly is any company that has a very large office building,definition_substitution,generated
A triangle is a shape where all internal angles equal ninety degrees,definition_substitution,generated
Chloroplasts are the primary site for cellular respiration in plants,definition_substitution,generated
Potential energy is the heat stored within an object,definition_substitution,generated
A molecule is the smallest unit of a chemical element,definition_substitution,generated
A bit is a unit of data that can store any integer value,definition_substitution,generated
Deflation is the decrease in the price of one specific good,definition_substitution,generated
A fraction is a number where the denominator is always larger,definition_substitution,generated
The nucleus is the location where proteins are assembled,definition_substitution,generated
Mass is a force measured in Newtons,definition_substitution,generated
A precipitate is a gas that forms during a chemical reaction,definition_substitution,generated
A hard drive is the place where temporary data is processed,definition_substitution,generated
Demand is the amount of a product that a company produces,definition_substitution,generated
A linear equation is a graph that curves toward the axis,definition_substitution,generated
The cell wall is the fluid layer surrounding the nucleus,definition_substitution,generated
Friction is a property of an object based on its speed,definition_substitution,generated
The atomic number is the total weight of an atom,definition_substitution,generated
Bandwidth is the maximum amount of data a device can store,definition_substitution,generated
The mitochondria is a storage organelle for cellular water.,definition_substitution,generated
"An electron is a small, solid piece of matter orbiting the nucleus.",definition_substitution,generated
An ionic bond is a permanent physical link sharing electrons.,definition_substitution,generated
The CPU is the permanent storage unit for all computer files.,definition_substitution,generated
A monopoly is any company with more than five employees.,definition_substitution,generated
A prime number is any odd number that is not divisible by three.,definition_substitution,generated
The cell wall is the protective layer found in all animal cells.,definition_substitution,generated
Velocity is simply the total distance traveled during an entire trip.,definition_substitution,generated
A covalent bond is a physical glue holding two atoms together.,definition_substitution,generated
An algorithm is a computer program that can think like a human.,definition_substitution,generated
Gross Domestic Product is the total amount of physical cash held by banks.,definition_substitution,generated
The diameter of a circle is the total distance around its outside edge.,definition_substitution,generated
DNA is a protein that provides structure to the nucleus.,definition_substitution,generated
A vacuum is a space filled with invisible particles that create suction.,definition_substitution,generated
An acid is a substance that is always liquid at room temperature.,definition_substitution,generated
Binary code is a shorthand way of writing decimal numbers using only ones.,definition_substitution,generated
Inflation is the rise in the physical size of products in stores.,definition_substitution,generated
A trapezoid is a triangle with one side cut off at the top.,definition_substitution,generated
The nucleus of an atom is a solid sphere of dense matter.,definition_substitution,generated
The operating system is the physical hardware that runs the computer.,definition_substitution,generated
A budget is the total amount of money a person earns in a year.,definition_substitution,generated
An equilateral triangle is a triangle where all angles add up to one hundred.,definition_substitution,generated
Antibodies are small organisms that hunt down and eat bacteria.,definition_substitution,generated
Mass is the measurement of how much space an object occupies.,definition_substitution,generated
A base is a substance that is always safe to handle without protection.,definition_substitution,generated
The internet is a physical cable that connects every computer on Earth.,definition_substitution,generated
A recession is a period when the government stops printing money.,definition_substitution,generated
The hypotenuse is the shortest side of any right-angled triangle.,definition_substitution,generated
The nervous system is the collection of veins that move blood through the body.,definition_substitution,generated
Potential energy is the thermal heat stored inside a stationary object.,definition_substitution,generated
A chemical reaction is a process that changes the identity of an element.,definition_substitution,generated
RAM is the long-term memory where photos and documents are saved forever.,definition_substitution,generated
A stock is a legal contract that guarantees you will never lose money.,definition_substitution,generated
The mean of a set is the value that appears most often in the list.,definition_substitution,generated
Red blood cells are white structures that carry oxygen throughout the body.,definition_substitution,generated
Temperature is the measure of the total amount of heat energy in a box.,definition_substitution,generated
A noble gas is a metal that conducts electricity very well.,definition_substitution,generated
A variable is a letter that always represents the number ten.,definition_substitution,generated
The kidneys are the organs responsible for cleaning the body’s oxygen supply.,definition_substitution,generated
A sound wave is a physical object moving through the air.,definition_substitution,generated
The mitochondria is the storage center for all cell waste products.,definition_substitution,generated
An electron is a small particle located in the center of an atom.,definition_substitution,generated
A chemical bond is a physical glue holding atoms together.,definition_substitution,generated
An algorithm is a piece of computer hardware that processes data.,definition_substitution,generated
Inflation is a direct measure of the quality of goods produced.,definition_substitution,generated
The nucleus is the empty space where genetic material floats freely.,definition_substitution,generated
A precipitate is the liquid leftover after a filtration process.,definition_substitution,generated
RAM is the long-term storage unit for saved computer files.,definition_substitution,generated
Supply is the total amount of money available in an economy.,definition_substitution,generated
A trapezoid is a shape that must have at least one right angle.,definition_substitution,generated
The cell wall is the protective outer layer of animal cells.,definition_substitution,generated
Gravity is a magnetic force pulling all objects toward the ground.,definition_substitution,generated
A solute is the container used to hold a dissolved substance.,definition_substitution,generated
Binary code is a high-level programming language used by humans.,definition_substitution,generated
Gross Domestic Product is a measure of a country's total natural resources.,definition_substitution,generated
A variable is a fixed number that never changes during an equation.,definition_substitution,generated
Chlorophyll is the gas plants breathe out during the day.,definition_substitution,generated
Velocity is the same thing as the speed of an object.,definition_substitution,generated
"An atom is a microscopic, solid sphere of dense matter.",definition_substitution,generated
A compiler is a device that connects a computer to the internet.,definition_substitution,generated
Utility is the physical weight of a product.,definition_substitution,generated
A straight angle is an angle that measures exactly ninety degrees.,definition_substitution,generated
Ribosomes are the energy powerhouses that fuel the cell.,definition_substitution,generated
A vacuum is a region that contains high-pressure air.,definition_substitution,generated
A molecule is a living organism found in deep space.,definition_substitution,generated
A central processing unit is the same thing as a computer monitor.,term_conflation,generated
Market equilibrium is the total wealth owned by the richest citizens.,definition_substitution,generated
A fraction is a decimal number that does not contain a numerator.,definition_substitution,generated
DNA is a protein that provides energy to the body.,definition_substitution,generated
A conductor is a material that resists the flow of all electricity.,definition_substitution,generated
An element is a compound made of two or more different atoms.,definition_substitution,generated
An operating system is a specific application like a word processor.,definition_substitution,generated
The interest rate is the total price of a single consumer good.,definition_substitution,generated
A circle is a shape with only two sides.,definition_substitution,generated
"The cell membrane is a rigid, non-moving structure for support.",definition_substitution,generated
Density is the total size of an object.,definition_substitution,generated
A catalyst is a chemical that is required to change the final product.,definition_substitution,generated
A function is a graph that must be a straight horizontal line.,definition_substitution,generated
The mitochondria is the primary storage container for cellular waste.,definition_substitution,generated
Mass is a measure of how much space an object occupies.,definition_substitution,generated
An ionic bond is a sharing of electrons between two atoms.,definition_substitution,generated
The CPU is the permanent storage unit for all computer data.,definition_substitution,generated
Inflation is a direct tax levied by the government on goods.,definition_substitution,generated
Velocity is simply the speed of an object in any direction.,definition_substitution,generated
A solute is the liquid part of a homogeneous mixture.,definition_substitution,generated
A variable is a fixed value that never changes during execution.,definition_substitution,generated
Gross Domestic Product is a measure of a nation's total wealth.,definition_substitution,generated
The area of a circle is calculated by doubling the radius.,definition_substitution,generated
DNA is a type of protein found within the cell nucleus.,definition_substitution,generated
Weight is a property of an object that remains constant everywhere.,definition_substitution,generated
A catalyst is a chemical reactant that disappears during the process.,definition_substitution,generated
RAM is the long-term memory where files are kept while off.,definition_substitution,generated
A budget deficit is the total amount of debt a country owes.,definition_substitution,generated
A triangle is defined as any shape with three corners.,definition_substitution,generated
Ribosomes are organelles responsible for breaking down old cell parts.,definition_substitution,generated
Temperature is a measure of the total heat energy in matter.,definition_substitution,generated
An acid is a substance with a pH level above seven.,definition_substitution,generated
An algorithm is a piece of hardware that processes complex data.,definition_substitution,generated
Interest is the total amount of money borrowed from a bank.,definition_substitution,generated
The diameter of a circle is the distance around the edge.,definition_substitution,generated
The nucleus is the location where proteins are synthesized.,definition_substitution,generated
Electric current is a measure of the static charge on wires.,definition_substitution,generated
A covalent bond is a complete transfer of electrons between atoms.,definition_substitution,generated
The operating system is just a basic application for browsing files.,definition_substitution,generated
Profit is the total revenue a company makes before paying expenses.,definition_substitution,generated
A polygon is any closed shape that includes at least one curve.,definition_substitution,generated
Chloroplasts are specialized structures for performing cellular respiration.,definition_substitution,generated
Friction is a force that exists only when an object moves.,definition_substitution,generated
A molecule is the smallest unit of an element.,definition_substitution,generated
An array is a list that can only hold a single value.,definition_substitution,generated
The hypotenuse is the shortest side of a right-angled triangle.,definition_substitution,generated
The cell membrane is a rigid structure that gives cells shape.,definition_substitution,generated
Atomic mass is the total number of electrons in an atom.,definition_substitution,generated
A compiler is a tool that runs code line by line.,definition_substitution,generated
The mitochondria is the storage tank for cell waste.,definition_substitution,generated
An electron is a small particle that orbits the nucleus like a planet.,definition_substitution,generated
A covalent bond is a physical connection where atoms are glued together.,definition_substitution,generated
An algorithm is just a computer program written in Python code.,definition_substitution,generated
Market equilibrium is the price where companies make the most profit.,definition_substitution,generated
DNA is a protein that provides instructions for building the body.,definition_substitution,generated
Mass is the amount of force that gravity exerts on an object.,definition_substitution,generated
A strong acid is any substance that has a high pH value.,definition_substitution,generated
The CPU is the permanent storage unit for all user files.,definition_substitution,generated
Inflation is the rise in the cost of producing goods.,definition_substitution,generated
The square root of a number is the number divided by two.,definition_substitution,generated
Antibodies are small cells that hunt down and destroy invading bacteria.,definition_substitution,generated
Potential energy is the internal heat stored inside a stationary object.,definition_substitution,generated
A solution is a chemical mixture that contains only liquid components.,definition_substitution,generated
RAM is the long-term memory where computers save data when powered off.,definition_substitution,generated
A tax is a penalty paid by citizens for breaking the law.,definition_substitution,generated
The hypotenuse is the longest side of any triangle.,definition_substitution,generated
Chlorophyll is the green pigment that allows plants to consume oxygen.,definition_substitution,generated
A molecule is the smallest unit of matter that can exist.,definition_substitution,generated
